datetime,code,open,close,high,low,vol,amount,p_change
2019/12/19,2897.847412,2897.847412,2897.847412,2897.847412,2897.847412,2897.847412,2897.847412,2897.847412
2019/12/19,2894.789551,2894.789551,2894.789551,2894.789551,2894.789551,2894.789551,2894.789551,2894.789551
2019/12/19,2888.86499,2888.86499,2888.86499,2888.86499,2888.86499,2888.86499,2888.86499,2888.86499
2019/12/19,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645
2019/12/19,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645,2884.660645
2019/12/19,2883.705078,2883.705078,2883.705078,2883.705078,2883.705078,2883.705078,2883.705078,2883.705078
2019/12/19,2890.011719,2890.011719,2890.011719,2890.011719,2890.011719,2890.011719,2890.011719,2890.011719
2019/12/19,2885.807129,2885.807129,2885.807129,2885.807129,2885.807129,2885.807129,2885.807129,2885.807129
2019/12/20,2896.285645,2896.285645,2896.285645,2896.285645,2896.285645,2896.285645,2896.285645,2896.285645
2019/12/20,2886.950439,2886.950439,2886.950439,2886.950439,2886.950439,2886.950439,2886.950439,2886.950439
2019/12/20,2893.237549,2893.237549,2893.237549,2893.237549,2893.237549,2893.237549,2893.237549,2893.237549
2019/12/20,2893.618652,2893.618652,2893.618652,2893.618652,2893.618652,2893.618652,2893.618652,2893.618652
2019/12/20,2888.474365,2888.474365,2888.474365,2888.474365,2888.474365,2888.474365,2888.474365,2888.474365
2019/12/20,2889.236572,2889.236572,2889.236572,2889.236572,2889.236572,2889.236572,2889.236572,2889.236572
2019/12/20,2886.759766,2886.759766,2886.759766,2886.759766,2886.759766,2886.759766,2886.759766,2886.759766
